id,name,area,url,image,description,Address,Hours,Closed,Fees,Website
spot-103-eng,Awara Fruit Land,Sakai,https://enjoy.pref.fukui.lg.jp/en/spot/spot-103/,https://images.ctfassets.net/28myztxqgnfy/337/d1fe63a61c23275d0c8b33c54a47ad74/img_spot_103_01.jpg?q=30,"Awara Fruit Land offers visitors the chance to pick their own fresh fruit. Depending on season, visitors can pick blueberries, figs, grapes, or kaki persimmons.","43-35-1 Aonoki, Awara City",11:00 to 16:00(late March to the end of November),Early December to mid-March,"Fruit hunting (all-you-can-eat within half an hour)
¥1,500 (adults, junior high school age and over), ¥1,000 (elementary school students), ¥750 (3 years old and over), free (2 years old or younger)",https://www.awarafruitland.com/
spot-104-eng,Echizen Soba Village,Tannan,https://enjoy.pref.fukui.lg.jp/en/spot/spot-104/,https://images.ctfassets.net/28myztxqgnfy/338/84d299cc473122b945518fced72eda55/img_spot_104_01.jpg?q=30,"Echizen Soba Village is a soba noodle factory and restaurant. Visitors can join lessons to learn how to make soba noodles, or shop for local specialties.","7-37 Makara-cho, Echizen City",9:30 to 16:00,New Year holidays (1/1 to 1/3),Soba Punching Experience ¥1800 (Reservation is required.）,https://www.echizensoba.co.jp/english
spot-105-eng,Echizen Lacquerware Hall,Tannan,https://enjoy.pref.fukui.lg.jp/en/spot/spot-105/,https://images.ctfassets.net/28myztxqgnfy/339/ebe95664c2e32ee7eda61c1adff0e248/img_spot_105_01.jpg?q=30,"At Echizen Lacquerware Hall, visitors can see traditional lacquerware artisans at work, decorate lacquered wood or apply lacquer to plain wood, or shop from a wide selection of local products.","40-1-2 Nishibukuro-cho, Sabae City",9:00 to 17:00,"the 4th Tuesday (If a day falls on a national holiday, the Hall will be open for business and closed the following day.), Year-end and New-year holidays (Dec. 29 to Jan. 3)",Free of charge for exhibition area,http://echizen.org/
spot-106-eng,Juemon,Okuetsu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-106/,https://images.ctfassets.net/28myztxqgnfy/340/6d66730ddc4541088c8dfdbd9f9de2b7/img_spot_106_01.jpg?q=30,"At Juemon, a special facility operated by Nomura Soy Sauce, visitors can experience the process of making soy sauce. Stir, press, and bottle your own soy sauce to take home.","10-1 Hiyoshi-cho, Ono City",9:00 to 17:00,,Soy Sauce Making Experience ¥1000,http://nomura-syouyu.jp/
spot-107-eng,Cocono Art Place,Okuetsu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-107/,https://images.ctfassets.net/28myztxqgnfy/341/eb97afe03ca5593864bafbc8ed6f2579/img_spot_107_01.jpg?q=30,"Cocono Art Place is an art gallery where the people of Ono can display their collections of art. The facility is a renovated old house, with a café and shop.","12-2 motomachi, Ono City",9:00 to 17:00,"every Monday (except national holidays), the day after a national holiday, year-end and New Year holidays","¥300 (adults), free (Junior high school students and under)
*Fees may vary depending on the exhibition.",https://www.cocono-art.jp/
spot-108-eng,Goshikiyama Park,Wakasa,https://enjoy.pref.fukui.lg.jp/en/spot/spot-108/,https://images.ctfassets.net/28myztxqgnfy/342/2bab4bfef452237c63a032f705eb5f8d/img_spot_108_01.jpg?q=30,"Goshikiyama Park is located in the hills of Takahama. The park features overnight campsites, an art museum with sculptures, and the seasonal beauty of various flowers.","64-3-1 Yamanaka, Takahama-cho, Oi-gun",8:30 to 17:00,"Closed day: every Monday (or the following day if Monday is a national holiday)
*Closed in winter from December 1 to the end of February.",Charge-free,http://www.goshikiyama.com/
spot-109-eng,Minato Tsuruga Yama Museum,Nishu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-109/,https://images.ctfassets.net/28myztxqgnfy/343/1fd63de397fe63764a665c50000cc584/img_spot_109_01.jpg?q=30,The Minato Tsuruga Yama Museum is both a museum and a storage place for the floats used in the Tsuruga Festival. Three of these floats are kept on display year-round.,"7-6 Aioi-cho, Tsuruga City",10:00 to 17:00,"every Monday, Year-end and New Year holidays (12/29 to 1/3)
*If the day falls on a national holiday, the museum will be open on that day and closed the following day; however, if the following day falls on a Saturday or Sunday, the museum will be open on that day.
*The museum may be closed temporarily for maintenance.","¥300 (adults), free (high-school student or under)",
spot-110-eng,Kami-Warabe Washi Paper Doll Museum,Nishu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-110/,https://images.ctfassets.net/28myztxqgnfy/344/5fd95c11865c22f600405135db194ae3/img_spot_110_01.jpg?q=30,"The Kami-Warabe Washi Paper Doll Museum features a collection of dioramas made of paper, depicting various parts of everyday life in Japan around the 1930s.","13-14 Aioi-cho, Tsuruga City","10:00 to 17:00(April to October), 10:00 to 16:00(November to March)
Opening day: every Thursday to Sunday, and holiday",year-end and New Year holidays (12/29 to 1/3).,"¥200 (adults) , free (elementary school student or under)",https://minato-tsuruga.jp/%E7%B4%99%E3%82%8F%E3%82%89%E3%81%B9%E8%B3%87%E6%96%99%E9%A4%A8/ (Minato-tsuruga corporation)
spot-111-eng,Museum of Washi and Culture,Tannan,https://enjoy.pref.fukui.lg.jp/en/spot/spot-111/,https://images.ctfassets.net/28myztxqgnfy/345/d3209769f6ca570c4b2e9d1f6f9ca392/img_spot_111_01.jpg?q=30,"The Museum of Washi and Culture teaches visitors about the history of Echizen Paper, and offers a look at the artistic potential of this material.","11-12 Shinzaike-cho, Echizen City",9:30 to 17:00 (Admission is until 16:30.),every Tuesday (Open on public holidays) & Year-end and New Year holidays,"¥200 (adults) /free (high-school student or under)
*When special exhibitions are held ¥300
*This is the Common admission fee with the Udatsu Craft Center.",https://www.echizenwashi.jp/museum/
spot-112-eng,Echizen Kobushi-gumi,Okuetsu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-112/,https://images.ctfassets.net/28myztxqgnfy/346/12cbe20962e61027e4525c25b00f8f0e/img_spot_112_01.jpg?q=30,"Echizen Kobushi-gumi operates rickshaws in Ono. Visitors can ride around town, and learn about local history from the rickshaw drivers, who also serve as guides.","10-23 Motomachi, Ono City
Departure and Arrival: Ono City Tourism Association","Open on Saturdays, Sundays, and national holidays from the first day of spring to the end of November.",Cancelled due to rain,"Rickshaw Experience Course: ¥1,000 (about 15 minutes)
Historical Road Experience Course: ¥2,000 (about 25 minutes)
In town Sightseeing Course: ¥3,000 (about 35 minutes)",
spot-113-eng,Otaiko Hibike,Tannan,https://enjoy.pref.fukui.lg.jp/en/spot/spot-113/,https://images.ctfassets.net/28myztxqgnfy/347/3cfe7acbf7e40819b8468adffa3bfd0d/img_spot_113_01.jpg?q=30,"Otaiko Hibike is one of Japan’s largest taiko drumming festivals. Every August, this outdoor music festival features performances by both local groups and professional groups from around Japan.","37-19-1 Shimogawara, Ota, Echizen-cho, Nyu-gun
The venue: Otaiko Hills outdoor stage",Date of the event: Late in Aug.,,Charge-free,http://otaikohibike.net/
spot-114-eng,Tauemon,Okuetsu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-114/,https://images.ctfassets.net/28myztxqgnfy/348/0a71c212bfbd683fbc6033ebc31f7a1b/img_spot_114_01.jpg?q=30,"Tauemon is a spa facility that offers rice bran enzyme baths. Customers are packed into heated rice bran for 15 minutes, then cool off for a half hour.","2-5 Meirin-cho, Ono City","10:00 to 18:30(Weekday), 9:00 to 16:00(Saturdays, Sundays, and holidays)","Thursday, Friday","Initial charge ¥2,750
Basic charge ¥3,850
empty-handed charge (Includes bathrobe, bath towel, face towel, paper panties, and paper bra) ¥4,400",
spot-115-eng,Renew,Tannan,https://enjoy.pref.fukui.lg.jp/en/spot/spot-115/,https://images.ctfassets.net/28myztxqgnfy/349/42c01ae2bf9d14f21bbada5b537ed03b/img_spot_115_01.jpg?q=30,"Renew is a workshop tour event held in Sabae and Echizen. During the event, artisans who work in various local industries open their workshops to the public.","Sabae City, Echizen City, Echizen-cho",Varies by exhibitor,,Charge-free,https://renew-fukui.com/about/
spot-116-eng,Yukyu Roman no Mori,Tannan,https://enjoy.pref.fukui.lg.jp/en/spot/spot-116/,https://images.ctfassets.net/28myztxqgnfy/350/5cc19a560a79c976d7e6bd789bd34894/img_spot_116_01.jpg?q=30,"Yukyu Roman no Mori features thatched-roof houses for overnight stays. Relax by an open hearth in winter, or cook dinner outside in summer.","44-3 Oimatsu, Echizen-cho, Nyu-gun",Restaurant opening hours: 10:00 to 16:00,every Tuesday (Excluding Golden Week and summer vacation）,"Kayabuki Inn: ¥18,000～／1 building, 1 night
cottage: ¥18,000～／1 building, 1 night
Soba Punching Experience: ¥3,100",
spot-117-eng,Echizen Pottery Village,Tannan,https://enjoy.pref.fukui.lg.jp/en/spot/spot-117/,https://images.ctfassets.net/28myztxqgnfy/351/01b96312f46b6fcea6ab6d0a5a7ba49d/img_spot_117_01.jpg?q=30,"At Echizen Pottery Village, visitors can learn about the history of Echizen Pottery, see modern sculptures, and try making their own Echizen Pottery.","120-61 Ozowara, Echizen-cho, Nyu-gun",9:00 to 17:00 (Last entry 16:30),"Mondays and the day after a public holiday (If a public holiday falls on a Monday, the following day will be closed instead). 
Year-end and New-year holidays (Dec. 28 to Jan. 4)","Permanent exhibition section: ¥300 (Adults) 
High-school-age students and under, and seniors over 70 are free of charge.",https://www.tougeikan.jp/
spot-118-eng,Echizen Ono Winter Story Festival,Okuetsu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-118/,https://images.ctfassets.net/28myztxqgnfy/352/9bc095ae918c67368e87a6c1bbdb13cb/img_spot_118_01.jpg?q=30,"The Echizen Ono Winter Story Festival is held in early February. The town fills with snow sculptures, and a fireworks show is held at night.","Location: 15-minute walk from JR Echizen Ohno Station
The venue: Echizen Ohno Yui Station and the area around Shichiken St. (Ohno City)",Date of the event: Early Feb.,,Charge-free,
spot-119-eng,Flower-Exchanging Festival,Nishu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-119/,https://images.ctfassets.net/28myztxqgnfy/353/21962d87b0f595d4a7e87a079bd2ff1a/img_spot_119_01.jpg?q=30,"Early each April, Kanegasakigu Shrine holds its Flower-Exchanging Festival. Young men and women trade cherry blossom branches, as a prayer to find true love and happiness.","Kanegasaki-cho, Tsuruga City
The venue: Kanegasakigu",Date of the event: Early Apr.,,Charge-free,http://kanegasakigu.jp/hanakae/（Kanegasakigu）
spot-120-eng,Echizen Pottery Festival,Tannan,https://enjoy.pref.fukui.lg.jp/en/spot/spot-120/,https://images.ctfassets.net/28myztxqgnfy/354/ba66dbb2bdbfc4a235e774c38f1fc52e/img_spot_120_01.jpg?q=30,"The Echizen Pottery Festival is held in late May. The centerpiece of the festival is a giant pottery market, where pottery makers sell items at a discount.","Osohara, Miyazaki Village, Echizen-cho, Nyu-gun
The venue: Echizen tougei mura (Echizen Ceramic Art Village)","9:00 to 17:00 (Last day only until 16:00)
Date of the event: Late in May",,Charge-free,
spot-121-eng,Tsuruga Festival,Nishu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-121/,https://images.ctfassets.net/28myztxqgnfy/355/efba7fd09647de7065f1109621c561f4/img_spot_121_01.jpg?q=30,"The Tsuruga Festival is held in early September. Enjoy decorated floats, traditional music, dancing, and a parade of people dressed in old-fashioned clothes.","The venue: The whole neighborhood of Kehi Shrine, Honmachi, Kagura-cho, Aioi-cho, and shopping districts near JR station",Date of the event: Early Sept.,,Charge-free,http://tsurugamatsuri.info/
spot-122-eng,Hoze Festival,Wakasa,https://enjoy.pref.fukui.lg.jp/en/spot/spot-122/,https://images.ctfassets.net/28myztxqgnfy/356/cd51b0e21d1307d7354903a518a9625a/img_spot_122_01.jpg?q=30,"The Hoze Festival is a city-wide festival held in Obama in late September. It is known for unique traditional dances, and decorated floats.","The venue: Hachiman Shrine (Otokoyama, Obama City) and urban district of Obama City",Date of the event: Late in Sept.,,Charge-free,https://hoze-matsuri.jp/
spot-123-eng,Takefu Chrysanthemum Doll Festival,Tannan,https://enjoy.pref.fukui.lg.jp/en/spot/spot-123/,https://images.ctfassets.net/28myztxqgnfy/357/203e48b7318686f56e069855388422eb/img_spot_123_01.jpg?q=30,The Takefu Chrysanthemum Doll Festival features displays of life-size dolls decorated with flowers. It is held every October at Takefu Central Park.,"Takase, Echizen City
The venue: Echizen City Takefu Chuo Park",Date of the event: Early Oct to Early Nov.,,Free admission to the venue,http://xn--08j1a5d044nforx33c.com/
spot-124-eng,New Year's Eve at Eiheiji Temple,Fukui,https://enjoy.pref.fukui.lg.jp/en/spot/spot-124/,https://images.ctfassets.net/28myztxqgnfy/358/149e0f09ebd5ba823ef71d2702345355/img_spot_124_01.jpg?q=30,"Eiheiji Temple celebrates the new year by ringing the temple bell. On New Year’s Eve, the bell is lit up, and visitors can ring it.","5-15 Shihi, Eiheiji-cho, Yosida-gun
The venue: Precincts of Eiheiji Temple (Jakkouen)","21:00 to 3:00
Date of the event: Dec. 31 to Jan 1",,Charge-free,
spot-125-eng,Mikuni Fireworks Show,Sakai,https://enjoy.pref.fukui.lg.jp/en/spot/spot-125/,https://images.ctfassets.net/28myztxqgnfy/359/d6e5288f5c3080c8b9853ccaa684ab8f/img_spot_125_01.jpg?q=30,The Mikuni Fireworks Show is held at Mikuni Sunset Beach every August. The show’s trademark is fireworks that explode from the sea surface.,"The venue: 
Mikuni Sunset Beach (Komigawaki, Shuku, Mikuni-cho, Sakai City)
Kuzuryu River Boat Park Lawn (Mikunisinbo, Sakai City)","19:30 to 20:30
Date of the event: August 11",,Charge-free,http://www.mikuni.org/hanabi/
spot-126-eng,Shichiken Morning Market,Okuetsu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-126/,https://images.ctfassets.net/28myztxqgnfy/360/997f2dd5ed736a376cf49d375b147d56/img_spot_126_01.jpg?q=30,"Ono’s Shichiken Morning Market is held from 7:00 to 11:00, except January through mid-March. Merchants sell items like fresh fruit and vegetables.","10-19 Motomachi, Ono City","7:00 to 11:00
Operating seasons: Spring / Summer / Autumn",Winter,The price varies by item.,
spot-127-eng,Asoboya,Nishu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-127/,https://images.ctfassets.net/28myztxqgnfy/361/abe5363449cc4d95fdad7c2deb2a9795/img_spot_127_01.jpg?q=30,"Asoboya offers outdoor activities led by professionals, centered around the Five Lakes of Mikata. These activities include clear kayak rentals, guided bike tours, and private camping packages.","64-9-1, Umiyama, Wakasa-cho, Mikatakaminaka-gun",Depends on each tour,Depends on each tour,Depends on each tour,https://wakasa-asobo-ya.com/home/
spot-129-eng,Asuwayama Park,Fukui,https://enjoy.pref.fukui.lg.jp/en/spot/spot-129/,https://images.ctfassets.net/28myztxqgnfy/362/862cba010033f6477c1f043e3136d1bb/img_spot_129_01.jpg?q=30,"Asuwayama Park is known for seasonal flowers like weeping cherry blossom trees, as well as its free zoo. Visitors can see exotic animals, and in some cases, even feed them.","58-97, Yamaoku-cho, Fukui City",Anytime (Amusement park 9:30 to 16:30）,"Amusement park’s Closed day: every Monday (When Monday falls on a holiday, the first day after Monday that is not a holiday.), 12/29 to End of February",Charge-free,
spot-130-eng,Sancho-machi and Obama Nishigumi,Wakasa,https://enjoy.pref.fukui.lg.jp/en/spot/spot-130/,https://images.ctfassets.net/28myztxqgnfy/363/9061b99288c7c07b2f12ae81d67ded3d/img_spot_130_01.jpg?q=30,"The geisha entertainment district of Sancho-machi has charming shops and restaurants to explore, and Obama Nishigumi has many buildings that date back a century or more.","Katori,Obama City",Anytime,,Charge-free,
spot-131-eng,Mikuni Kaisho,Sakai,https://enjoy.pref.fukui.lg.jp/en/spot/spot-131/,https://images.ctfassets.net/28myztxqgnfy/364/50779d2f5d3632fb18738b01abf71c93/img_spot_131_01.jpg?q=30,"Mikuni Kaisho aims to spread the charm of Mikuni, through events such as the Mikuni Port Treasure Hunt. Their office offers bicycle rentals, as well.","Bicycle rental station: Kitamae Street (Mikuni Minato Machiya Kan), Echizen Matsushima Station (Kyukamura Echizen Mikuni)",,,"¥300 for 2 hours, additional ¥100 per hour, with a maximum of ¥700
Children's bicycles: ¥100 for 2 hours, additional ¥100 per hour, with a maximum of ¥500",http://mikunikaisyo.org/
spot-132-eng,Sentopia Awara,Sakai,https://enjoy.pref.fukui.lg.jp/en/spot/spot-132/,https://images.ctfassets.net/28myztxqgnfy/365/60275c4b79e9e7fea60930e61f099826/img_spot_132_01.jpg?q=30,"Sentopia Awara is a large public hot spring bathhouse in the heart of Awara Onsen. The facility features two large baths, a restaurant, and a shop.","4-305 Onsen, Awara City","Opening hours of the main bath10:00 to 22:00
Restaurant and Coffee Shop Hours10:00 to 20:00",every Tuesday,"¥500 (adults, high school students or older) , ¥300 (elementary and junior high school students) , ¥200 (over 3 years old)",https://awara-saintpia.jp/
spot-133-eng,Traditional Performing Arts Hall,Sakai,https://enjoy.pref.fukui.lg.jp/en/spot/spot-133/,https://images.ctfassets.net/28myztxqgnfy/366/66059d04a5423611b7b2eac025c17a8d/img_spot_133_01.jpg?q=30,"At the Traditional Performing Arts Hall, across from Awara-Yunomachi Station, visitors can enjoy traditional geisha entertainment, or dress up as geisha performers, including makeup and wigs.","1-203 Onsen, Awara City","9:00 to 15:30
Others are negotiable (advance reservation required)",,"【Geiko and Maiko Transformation Experience】1 person ¥13,000, 2 persons ¥11,500, 3 persons ¥10,000
【Ozashiki Asobi Experience】¥3,000 (with tea and tea cakes)",
spot-134-eng,Wakasa Wada Beach,Wakasa,https://enjoy.pref.fukui.lg.jp/en/spot/spot-134/,https://images.ctfassets.net/28myztxqgnfy/367/4541d1b2686b5422a45cbd2a5791b378/img_spot_134_01.jpg?q=30,"Asia’s first Blue Flag Beach is a popular summer destination, for its soft white sand and clear blue water. Lifeguards are on duty during swimming season.","Wada area, Takahama-cho, Oi-gun",Anytime,,Charge-free,
spot-135-eng,Umikara,Wakasa,https://enjoy.pref.fukui.lg.jp/en/spot/spot-135/,https://images.ctfassets.net/28myztxqgnfy/370/114404a63716bd61ef557ce2d0c2d1ab/img_spot_135_01.jpg?q=30,"Umikara is a market located near Takahama Fishing Port. Visitors can shop for fresh local seafood, or enjoy a meal at one of the facility’s restaurants.","5-1 Shiodo,Takahama-cho, Oi-gun",Depends on each stall,Depends on each stall,Depends on each stall,https://umikara.co.jp/
spot-136-eng,Wakasa Ohi Super Ogase,Wakasa,https://enjoy.pref.fukui.lg.jp/en/spot/spot-136/,https://images.ctfassets.net/28myztxqgnfy/3eUKhpk0iZy2L8leWhD8dI/7d622959334858cedc5798d8f22fccd3/img_spot_136_01.jpg?q=30,"The Wakasa Ohi Super Ogase is a large fire festival held at the beginning of August. The event features huge burning torches, spun around by members of the community.","Narumi, Oi-cho, Oi-gun
The venue: Uminpia Oi",Date of the event: Early August,,Charge-free,https://www.wakasa-ohi.co.jp/sp-ogase/
spot-137-eng,Imajo-shuku Historic Post Town,Tannan,https://enjoy.pref.fukui.lg.jp/en/spot/spot-137/,https://images.ctfassets.net/28myztxqgnfy/371/bac8db312a5b5a2b05d7fbd667d463c6/img_spot_137_01.jpg?q=30,"Imajo-shuku was once a major post town along the routes leading into Fukui. Visitors can still see elements of the old townscape, along a kilometer-long stretch of road.","Imajo, Minamiechizen City",Anytime,,Charge-free,
spot-138-eng,Cherry Blossoms along the Asuwa River,Fukui,https://enjoy.pref.fukui.lg.jp/en/spot/spot-138/,https://images.ctfassets.net/28myztxqgnfy/372/b5057ba19788cb9d3c2119e4f491a9a2/img_spot_138_01.jpg?q=30,The banks of the Asuwa River in Fukui City are lined with some 600 cherry blossom trees. This two-kilometer stretch comes into bloom from late March to mid-April.,"Keya, Tsukomo, Terute, and Akari-cho, Fukui City",During flowering period,,Charge-free,
spot-139-eng,Rokuroshi Plateau,Okuetsu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-139/,https://images.ctfassets.net/28myztxqgnfy/374/42427cce114da8245ce8c345b90bdd06/img_spot_139_01.jpg?q=30,"Rokuroshi Plateau is located between Katsuyama and Ono. Visitors can see panoramic views, see dairy cows, try making butter or ice cream, and enjoy the starry night sky.","Minamirokuroshi, Ono City",Depends on each facility,Depends on each facility,Depends on each facility,https://www.rokuroshi.org/
spot-140-eng,Fukui Prefectural Varve Museum,Nishu,https://enjoy.pref.fukui.lg.jp/en/spot/spot-140/,https://images.ctfassets.net/28myztxqgnfy/375/b2b84021416dc1cb819de0bc5f7e5784/img_spot_140_01.jpg?q=30,"The Fukui Prefectural Varve Museum focuses on the thin layers that pile up at the bottom of Lake Suigetsu. These layers show 70,000 years of natural history.","122-12-1 Torihama, Wakasa-cho, Mikatakaminaka-gun
inside Jomon Roman Park(adjacent to Wakasa Mikata Jomon Museum)",9:00 to 17:00 (Entrance gate closes at 16:30.),"every Tuesday, Year-end and New Year holidays (12/29 to 1/2)
*If a national holiday falls on a Tuesday, the following day becomes a closed day.
*No closed days during the Golden Week holidays and the summer holidays
*The museum may be subject to temporary closure due to maintenance of our facility, etc.","¥500 (adults) / ¥200 (students)  (minors aged 6 to 18) 
*Combo ticket covering Wakasa Mikata Jomon Museum is 30 percent off.",http://varve-museum.pref.fukui.lg.jp/en/
